Pseudo Code,Java,Python
"```cpp
#include <iostream>
#include <string>
#include <sstream>

using namespace std;

bool isWordPresent(string sentence, string word) {
  stringstream ss(sentence);
  string temp;
  while (getline(ss, temp, ' ')) {
    if (temp == word) {
      return true;
    }
  }
  return false;
}

int main() {
  string sentence;
  string word;
  cout << ""Enter a sentence: "";
  getline(cin, sentence);
  cout << ""Enter a word to search: "";
  cin >> word;
  if (isWordPresent(sentence, word)) {
    cout << ""Word found in the sentence."" << endl;
  } else {
    cout << ""Word not found in the sentence."" << endl;
  }
  return 0;
}
```","```java
public class AddTwoNumbers {

    public static int add(int num1, int num2) {
        return num1 + num2;
    }
}
```","```python
def add_numbers(x, y):
  return x + y
```"
"```cpp
#include <iostream>
#include <string>
#include <vector>
#include <cctype>

using namespace std;

bool isWordPresent(string sentence, string word) {
  transform(sentence.begin(), sentence.end(), sentence.begin(), ::toupper);
  transform(word.begin(), word.end(), word.begin(), ::toupper);

  string currentWord = """";
  vector<string> words;

  for (char c : sentence) {
    if (isspace(c)) {
      if (!currentWord.empty()) {
        words.push_back(currentWord);
        currentWord = """";
      }
    } else {
      currentWord += c;
    }
  }

  if (!currentWord.empty()) {
    words.push_back(currentWord);
  }

  for (string w : words) {
    if (w == word) {
      return true;
    }
  }

  return false;
}
```","```java
public static int addNumbers(int num1, int num2) {
    return num1 + num2;
  }
```","```python
def add_numbers(a, b):
  return a + b
```"
"```cpp
int countBits(string bits) {
  int count = 0;
  int i = 0;
  while (i < bits.size()) {
    if (bits[i] == '1') {
      count++;
      i += 2;
    } else {
      count++;
      i++;
    }
  }
  return count;
}
```

**Pseudocode:**

```
function countBits(bits):
  count = 0
  i = 0
  while i < length(bits):
    if bits[i] == '1':
      count = count + 1
      i = i + 2
    else:
      count = count + 1
      i = i + 1
  return count
```","```java
public static int countBits(String bits) {
  int count = 0;
  int i = 0;
  while (i < bits.length()) {
    if (bits.charAt(i) == '1') {
      count++;
      i += 2;
    } else {
      count++;
      i++;
    }
  }
  return count;
}
```","```python
def countBits(bits):
  count = 0
  i = 0
  while i < len(bits):
    if bits[i] == '1':
      count += 1
      i += 2
    else:
      count += 1
      i += 1
  return count
```"
"```cpp
#include <iostream>
#include <string>
#include <algorithm>

using namespace std;

void printCharFrequency(string s) {
  int frequency[26] = {0};
  for (char c : s) {
    if (isalpha(c)) {
      frequency[tolower(c) - 'a']++;
    }
  }
  for (int i = 0; i < 26; i++) {
    if (frequency[i] > 0) {
      cout << (char)('a' + i) << "": "" << frequency[i] << endl;
    }
  }
}
```","```java
public static int addNumbers(int a, int b) {
    return a + b;
  }
```","```python
def add_numbers(a, b):
  return a + b
```"
"```cpp
#include <iostream>
#include <vector>
#include <algorithm>

using namespace std;

// Function to convert decimal number n to its binary representation stored as an array arr[]
vector<int> decimalToBinary(int n) {
    vector<int> arr;
    while (n > 0) {
        arr.push_back(n % 2);
        n /= 2;
    }
    reverse(arr.begin(), arr.end());
    return arr;
}

// Function to convert the number represented as a binary array arr[] into its decimal equivalent
int binaryToDecimal(vector<int> arr) {
    int decimal = 0;
    int power = 0;
    for (int i = arr.size() - 1; i >= 0; i--) {
        decimal += arr[i] * pow(2, power);
        power++;
    }
    return decimal;
}

// Function to concatenate the binary numbers and return the decimal result
int concatenateBinaryNumbers(int M, int N, int numBits) {
    vector<int> a = decimalToBinary(M);
    vector<int> b = decimalToBinary(N);

    // Pad with zeros to ensure both numbers have the same number of bits
    while (a.size() < numBits) {
        a.insert(a.begin(), 0);
    }
    while (b.size() < numBits) {
        b.insert(b.begin(), 0);
    }

    vector<int> c(2 * numBits);
    for (int i = 0; i < numBits; i++) {
        c[i] = a[i];
    }
    for (int i = 0; i < numBits; i++) {
        c[i + numBits] = b[i];
    }

    return binaryToDecimal(c);
}

// Driver code
int main() {
    int M, N, numBits;
    cout << ""Enter the first number (M): "";
    cin >> M;
    cout << ""Enter the second number (N): "";
    cin >> N;
    cout << ""Enter the number of bits: "";
    cin >> numBits;

    int result = concatenateBinaryNumbers(M, N, numBits);
    cout << ""The decimal equivalent of the concatenated binary number is: "" << result << endl;

    return 0;
}
```

**Pseudocode:**

```
function concatenateBinaryNumbers(M, N, numBits):
  // Convert M and N to binary arrays
  a = decimalToBinary(M)
  b = decimalToBinary(N)

  // Pad with zeros if necessary
  padBinaryArray(a, numBits)
  padBinaryArray(b, numBits)

  // Create a new array c to store the concatenated result
  c = new array of size 2 * numBits

  // Concatenate a and b into c
  copy a into c[0..numBits-1]
  copy b into c[numBits..2 * numBits-1]

  // Convert the concatenated binary array c to decimal
  result = binaryToDecimal(c)

  return result
```

**Explanation:**

1. **`decimalToBinary(n)`:** Converts a decimal number `n` into its binary representation stored in an array.
2. **`binaryToDecimal(arr)`:** Converts a binary array `arr` into its decimal equivalent.
3. **`concatenateBinaryNumbers(M, N, numBits)`:**
    - Converts the decimal numbers `M` and `N` into binary arrays `a` and `b` respectively.
    - Pads both `a` and `b` with zeros to ensure they have the same number of bits (`numBits`).
    - Creates a new array `c` with double the size of `numBits` to store the concatenated binary representation.
    - Copies the elements of `a` into the first `numBits` positions of `c`.
    - Copies the elements of `b` into the remaining `numBits` positions of `c`.
    - Converts the concatenated binary array `c` into its decimal equivalent using `binaryToDecimal(c)`.
    - Returns the resulting decimal value.
4. **Driver code:**
    - Takes input for `M`, `N`, and `numBits`.
    - Calls `concatenateBinaryNumbers` to get the decimal equivalent of the concatenated binary representation.
    - Prints the result.

**Key points:**

- The `padBinaryArray` function (not explicitly shown) would simply add leading zeros to an array until it reaches the specified length.
- This approach assumes that both `M` and `N` are non-negative integers.
- The `numBits` parameter determines the number of bits used to represent each number after concatenation.
- The output will be the decimal representation of the binary string formed by concatenating the binary representations of `M` and `N`.","```java
public class Solution {
    public int add(int a, int b) {
        return a + b;
    }
}
```","```python
def add_two_numbers(a, b):
  return a + b
```"
"```cpp
#include <iostream>
#include <cmath>

using namespace std;

// Utility function to calculate binary length of a number
int binaryLength(int n) {
  return floor(log2(n)) + 1;
}

// Function to concatenate the binary numbers and return the decimal result
int concatenateBinary(int m, int n) {
  int lenM = binaryLength(m);
  int lenN = binaryLength(n);
  return (m << lenN) + n;
}

int main() {
  int m, n;
  cin >> m >> n;
  cout << concatenateBinary(m, n) << endl;
  return 0;
}
```","```java
public static int concatenateBinary(int m, int n) {
  int lenM = (int) (Math.floor(Math.log(m) / Math.log(2)) + 1);
  int lenN = (int) (Math.floor(Math.log(n) / Math.log(2)) + 1);
  return (m << lenN) + n;
}
```","```python
def concatenateBinary(m, n):
  lenM = len(bin(m)) - 2
  lenN = len(bin(n)) - 2
  return (m << lenN) + n
```"
"```cpp
#include <iostream>
#include <string>

using namespace std;

// Function to insert n 0s in the beginning of the given string
string insert_zeros(string str, int n) {
  return string(n, '0') + str;
}

// Function to return the XOR of the given strings
string XOR(string str1, string str2) {
  int len1 = str1.length();
  int len2 = str2.length();

  // Make both the strings of equal lengths by inserting 0s in the beginning
  if (len1 < len2) {
    str1 = insert_zeros(str1, len2 - len1);
  } else if (len2 < len1) {
    str2 = insert_zeros(str2, len1 - len2);
  }

  // Updated length
  int len = max(len1, len2);

  // To store the resultant XOR
  string result = """";
  for (int i = 0; i < len; i++) {
    if (str1[i] == str2[i]) {
      result += '0';
    } else {
      result += '1';
    }
  }

  return result;
}

// Driver code
int main() {
  string str1, str2;
  cout << ""Enter the first binary string: "";
  cin >> str1;
  cout << ""Enter the second binary string: "";
  cin >> str2;

  string result = XOR(str1, str2);
  cout << ""The XOR of the given strings is: "" << result << endl;

  return 0;
}
```","```java
public static int addTwoNumbers(int num1, int num2) {
    return num1 + num2;
  }
```","```python
def add_numbers(num1, num2):
  return num1 + num2
```"
"```cpp
#include <iostream>
#include <queue>
#include <vector>

using namespace std;

// Node class for representing a binary string
struct Node {
  string str;
  int len;
};

// Function to generate binary strings of length n
vector<string> generateBinaryStrings(int n) {
  vector<string> result;

  // Create a queue to store live nodes
  queue<Node> q;

  // Create the root node
  Node root;
  root.str = """";
  root.len = 0;
  q.push(root);

  // Iterate while the queue is not empty
  while (!q.empty()) {
    // Dequeue the front node
    Node curr = q.front();
    q.pop();

    // If the length is equal to n, print the combination
    if (curr.len == n) {
      result.push_back(curr.str);
    } else {
      // Create two new nodes for the next level
      Node left = curr;
      left.str += ""0"";
      left.len++;
      q.push(left);

      Node right = curr;
      right.str += ""1"";
      right.len++;
      q.push(right);
    }
  }

  return result;
}

int main() {
  int n = 3;
  vector<string> binaryStrings = generateBinaryStrings(n);

  // Print the binary strings
  for (string s : binaryStrings) {
    cout << s << endl;
  }

  return 0;
}
```","```java
public static int addNumbers(int num1, int num2) {
    return num1 + num2;
  }
```","```python
def add_numbers(a, b):
  return a + b
```"
"```cpp
int minOperations(string s) {
  int n = s.length();
  vector<int> first(26, -1), last(26, -1);
  for (int i = 0; i < n; i++) {
    if (first[s[i] - 'a'] == -1) {
      first[s[i] - 'a'] = i;
    }
    last[s[i] - 'a'] = i;
  }
  int minOps = n;
  for (int i = 0; i < 26; i++) {
    if (first[i] != -1 && last[i] != -1) {
      int count = n - (last[i] - first[i] + 1);
      if (count < minOps) {
        minOps = count;
      }
    }
  }
  return minOps;
}
```","```java
public static int addTwoNumbers(int a, int b) {
  return a + b;
}
```","```python
def add_numbers(a, b):
  return a + b
```"
"```cpp
#include <iostream>
#include <string>
#include <vector>

using namespace std;

bool isVowel(char ch) {
    return (ch == 'a' || ch == 'e' || ch == 'i' || ch == 'o' || ch == 'u' ||
            ch == 'A' || ch == 'E' || ch == 'I' || ch == 'O' || ch == 'U');
}

int countVowels(string str, int l, int r) {
    int count = 0;
    for (int i = l; i <= r; i++) {
        if (isVowel(str[i])) {
            count++;
        }
    }
    return count;
}

vector<int> toQueries(string str, vector<vector<int>> queries) {
    vector<int> result;
    for (auto query : queries) {
        int l = query[0];
        int r = query[1];
        result.push_back(countVowels(str, l, r));
    }
    return result;
}

int main() {
    string str = ""aeiou"";
    vector<vector<int>> queries = {{0, 4}, {1, 2}, {3, 3}};

    vector<int> ans = toQueries(str, queries);

    for (int i : ans) {
        cout << i << "" "";
    }

    return 0;
}
```","```java
public static int addNumbers(int a, int b) {
    return a + b;
}
```","```python
def add_numbers(a, b):
  return a + b
```"
"```pseudocode
// Structure for a Singly Linked List
struct Node {
  char data;
  Node* next;
};

// Function to add a new node to the Linked List
Node* addNode(Node* head, char data) {
  Node* newNode = new Node();
  newNode->data = data;
  newNode->next = head;
  return newNode;
}

// Function to convert the string to Linked List
Node* stringToLinkedList(string str) {
  Node* head = NULL;
  for (int i = str.length() - 1; i >= 0; i--) {
    head = addNode(head, str[i]);
  }
  return head;
}

// Function to print the data present in all the nodes
void printLinkedList(Node* head) {
  Node* curr = head;
  while (curr != NULL) {
    cout << curr->data << "" "";
    curr = curr->next;
  }
  cout << endl;
}

// Driver code
int main() {
  string str = ""hello"";
  Node* head = stringToLinkedList(str);
  printLinkedList(head);
  return 0;
}
```","```java
class Node {
  char data;
  Node next;
}

Node addNode(Node head, char data) {
  Node newNode = new Node();
  newNode.data = data;
  newNode.next = head;
  return newNode;
}

Node stringToLinkedList(String str) {
  Node head = null;
  for (int i = str.length() - 1; i >= 0; i--) {
    head = addNode(head, str.charAt(i));
  }
  return head;
}

void printLinkedList(Node head) {
  Node curr = head;
  while (curr != null) {
    System.out.print(curr.data + "" "");
    curr = curr.next;
  }
  System.out.println();
}

public static void main(String[] args) {
  String str = ""hello"";
  Node head = stringToLinkedList(str);
  printLinkedList(head);
}
```","```python
def add_two_numbers(num1, num2):
  return num1 + num2
```"
"```cpp
int reduceStringLength(string str) {
  stack<char> st;
  for (char c : str) {
    if (st.empty()) {
      st.push(c);
    } else {
      char top = st.top();
      if (top != c && abs(top - c) == 32) {
        st.pop();
      } else {
        st.push(c);
      }
    }
  }
  return st.size();
}
```

**Pseudo code for Driver Code:**

```
// Input: String str
// Output: Minimum length of string after reduction

// Function Call:
int minLength = reduceStringLength(str);

// Print the minimum length
print(minLength);
```","```java
public static int reduceStringLength(String str) {
  Stack<Character> st = new Stack<>();
  for (char c : str.toCharArray()) {
    if (st.isEmpty()) {
      st.push(c);
    } else {
      char top = st.peek();
      if (top != c && Math.abs(top - c) == 32) {
        st.pop();
      } else {
        st.push(c);
      }
    }
  }
  return st.size();
}
```","```python
def reduceStringLength(str):
  st = []
  for c in str:
    if not st:
      st.append(c)
    else:
      top = st[-1]
      if top != c and abs(ord(top) - ord(c)) == 32:
        st.pop()
      else:
        st.append(c)
  return len(st)
```"
"```cpp
#include <iostream>
#include <unordered_map>
#include <string>

using namespace std;

bool canBeEqual(string str1, string str2) {
  if (str1.length() != str2.length()) {
    return false;
  }

  unordered_map<char, int> freq1;
  for (char c : str1) {
    freq1[c]++;
  }

  for (char c : str2) {
    if (freq1.find(c) == freq1.end()) {
      return false;
    }
    freq1[c]--;
  }

  return true;
}

// Driver code (Pseudocode)
int main() {
  string str1, str2;
  // Read input strings str1 and str2 from user

  if (canBeEqual(str1, str2)) {
    // Print ""Strings can be made equal""
  } else {
    // Print ""Strings cannot be made equal""
  }

  return 0;
}
```","```java
public static int addTwoNumbers(int num1, int num2) {
    return num1 + num2;
  }
```","```python
def add_numbers(a, b):
  return a + b
```"
"```cpp
int minCharsToInsert(string str) {
  int n = str.length();
  int count = 0;
  for (int i = 0; i < n - 2; i++) {
    if (str[i] == str[i + 1] && str[i + 1] == str[i + 2]) {
      count++;
      i += 2;
    }
  }
  return count;
}
```

**Pseudo Code (Driver Code):**

```
// Input String
str = ""aabaa""

// Call the function to calculate minimum insertions
count = minCharsToInsert(str)

// Print the result
print(""Minimum insertions required:"", count)
```","```java
int minCharsToInsert(String str) {
  int n = str.length();
  int count = 0;
  for (int i = 0; i < n - 2; i++) {
    if (str.charAt(i) == str.charAt(i + 1) && str.charAt(i + 1) == str.charAt(i + 2)) {
      count++;
      i += 2;
    }
  }
  return count;
}
```","```python
def minCharsToInsert(str):
  n = len(str)
  count = 0
  for i in range(n - 2):
    if str[i] == str[i + 1] and str[i + 1] == str[i + 2]:
      count += 1
      i += 2
  return count
```"
"```cpp
#include <iostream>
#include <string>
#include <set>

using namespace std;

// Function to return the factorial of n
int factorial(int n) {
  if (n == 0) {
    return 1;
  }
  return n * factorial(n - 1);
}

// Function to return the count of all possible strings that can be formed 
// with the characters of the given string without repeating characters
int countDistinctStrings(string str) {
  set<char> distinctChars;
  for (char c : str) {
    distinctChars.insert(c);
  }
  return factorial(distinctChars.size());
}

// Driver code
int main() {
  string str;
  cout << ""Enter a string: "";
  cin >> str;
  cout << ""Number of distinct strings: "" << countDistinctStrings(str) << endl;
  return 0;
}
```

**Pseudo code:**

```
// Function to calculate factorial
factorial(n):
  if n == 0:
    return 1
  else:
    return n * factorial(n - 1)

// Function to count distinct strings
countDistinctStrings(str):
  create a set called distinctChars
  for each character c in str:
    add c to distinctChars
  return factorial(size of distinctChars)

// Driver code
main:
  get input string str
  print ""Number of distinct strings:"", countDistinctStrings(str)
```","```java
public static int addTwoNumbers(int num1, int num2) {
    return num1 + num2;
}
```","```python
def add_numbers(num1, num2):
  return num1 + num2
```"
"```cpp
char findChar(string str) {
  int sum = 0;
  for (int i = 0; i < str.length(); i++) {
    sum += str[i];
  }
  return (char)sum;
}
```","```java
public static int addTwoNumbers(int num1, int num2) {
  return num1 + num2;
}
```","```python
def add_numbers(a, b):
  return a + b
```"
"```cpp
string reverseString(string str, int l, int r) {
  if (l < 0 || r >= str.length() || l > r) {
    return str;
  }
  while (l < r) {
    swap(str[l], str[r]);
    l++;
    r--;
  }
  return str;
}
```","```java
public static int addNumbers(int num1, int num2) {
  return num1 + num2;
}
```","```python
def add_numbers(a, b):
  return a + b
```"
"```cpp
void encryptString(string str, int n) {
  string evenPos, oddPos;
  for (int i = 0; i < str.length(); i++) {
    if (i % 2 == 0) {
      evenPos += str[i];
    } else {
      oddPos += str[i];
    }
  }
  for (int i = 0; i < n; i++) {
    for (int j = 0; j < evenPos.length(); j++) {
      cout << evenPos[j];
      if (i % 2 == 0) {
        cout << ""!"";
      } else {
        cout << ""@"";
      }
    }
    for (int j = 0; j < oddPos.length(); j++) {
      cout << oddPos[j];
      if (i % 2 == 0) {
        cout << ""!"";
      } else {
        cout << ""@"";
      }
    }
    cout << endl;
  }
}
```","```java
public static int addNumbers(int num1, int num2) {
  return num1 + num2;
}
```","```python
def add_numbers(a, b):
  return a + b
```"
"```cpp
bool checkRedundantBrackets(string expression) {
  stack<char> st;
  for (int i = 0; i < expression.length(); i++) {
    char ch = expression[i];
    if (ch == '(' || ch == '+' || ch == '-' || ch == '*' || ch == '/') {
      st.push(ch);
    } else if (ch == ')') {
      if (st.top() == '(') {
        return true;
      } else {
        while (!st.empty() && st.top() != '(') {
          st.pop();
        }
        st.pop();
      }
    }
  }
  return false;
}
```","```java
public static int addNumbers(int num1, int num2) {
  return num1 + num2;
}
```","```python
def add_numbers(a, b):
  return a + b
```"
"```cpp
string balancedBrackets(string str) {
  int dep = 0;
  int minDep = 0;
  for (char c : str) {
    if (c == '(') {
      dep++;
    } else if (c == ')') {
      dep--;
    }
    if (dep < minDep) {
      minDep = dep;
    }
  }
  if (minDep < 0) {
    str = string(abs(minDep), '(') + str;
    dep = 0;
    minDep = 0;
    for (char c : str) {
      if (c == '(') {
        dep++;
      } else if (c == ')') {
        dep--;
      }
      if (dep < minDep) {
        minDep = dep;
      }
    }
  }
  if (dep != 0) {
    str += string(dep, ')');
  }
  return str;
}
```

**Pseudo Code for Driver Code:**

1. Input the unbalanced bracket sequence `str`.
2. Call the `balancedBrackets(str)` function.
3. Output the returned balanced bracket sequence.","```java
public static int addNumbers(int num1, int num2) {
  return num1 + num2;
}
```","```python
def add_numbers(num1, num2):
  return num1 + num2
```"
"```cpp
int minOperations(string s) {
  int count = 0;
  for (int i = 1; i < s.length(); i++) {
    if (s[i] != s[i - 1]) {
      count++;
    }
  }
  return floor(count / 2.0);
}
```

**Pseudocode for Driver Code:**

```
// Input: String s
// Output: Minimum operations required

// Call the minOperations function
result = minOperations(s)

// Print the result
print(result)
```","```java
int minOperations(String s) {
  int count = 0;
  for (int i = 1; i < s.length(); i++) {
    if (s.charAt(i) != s.charAt(i - 1)) {
      count++;
    }
  }
  return (int) Math.floor(count / 2.0);
}
```","```python
def minOperations(s):
  count = 0
  for i in range(1, len(s)):
    if s[i] != s[i - 1]:
      count += 1
  return int(count / 2)
```"
"```cpp
#include <iostream>
#include <string>

using namespace std;

int appendDigit(string str) {
  int pos = -1;
  int len = 0;
  int pw = 1;
  int num = 0;

  for (int i = str.length() - 1; i >= 0; i--) {
    if (isdigit(str[i])) {
      pos = i;
      break;
    }
    len++;
  }

  if (pos == -1) {
    return -1;
  }

  for (int i = pos; i < str.length(); i++) {
    if (isdigit(str[i])) {
      int digit = str[i] - '0';
      num += digit * pw;
      if (num > len) {
        pw *= 10;
        num += 0 * pw;
      }
    }
  }
  return num;
}

int main() {
  string str = ""a1b2c3d4"";
  int result = appendDigit(str);
  cout << ""Required digit: "" << result << endl;
  return 0;
}
```

**Pseudocode:**

```
function appendDigit(str):
  pos = -1 // position of first numeric digit
  len = 0 // length of string without numeric digits at the end
  pw = 1 // current power of 10
  num = 0 // number to be appended

  // Iterate from the end of the string
  for i = length(str) - 1 to 0:
    if str[i] is a digit:
      pos = i
      break

  // If no numeric digit found
  if pos == -1:
    return -1

  // Iterate from the first numeric digit to the end
  for i = pos to length(str):
    if str[i] is a digit:
      digit = str[i] - '0'
      num += digit * pw
      // If num exceeds length, update power of 10 and append 0
      if num > len:
        pw *= 10
        num += 0 * pw

  return num
```","```java
public class Solution {
    public int appendDigit(String str) {
        int pos = -1;
        int len = 0;
        int pw = 1;
        int num = 0;
        for (int i = str.length() - 1; i >= 0; i--) {
            if (Character.isDigit(str.charAt(i))) {
                pos = i;
                break;
            }
            len++;
        }
        if (pos == -1) {
            return -1;
        }
        for (int i = pos; i < str.length(); i++) {
            if (Character.isDigit(str.charAt(i))) {
                int digit = str.charAt(i) - '0';
                num += digit * pw;
                if (num > len) {
                    pw *= 10;
                    num += 0 * pw;
                }
            }
        }
        return num;
    }
}
```","```python
def appendDigit(str):
  pos = -1
  len = 0
  pw = 1
  num = 0

  for i in range(len(str) - 1, -1, -1):
    if str[i].isdigit():
      pos = i
      break
    len += 1

  if pos == -1:
    return -1

  for i in range(pos, len(str)):
    if str[i].isdigit():
      digit = int(str[i])
      num += digit * pw
      if num > len:
        pw *= 10
        num += 0 * pw

  return num
```"
"```cpp
bool canConvert(string str1, string str2) {
  if (str1.length() != str2.length()) {
    return false;
  }
  for (int i = 0; i < str1.length(); i++) {
    if (str1[i] != str2[i]) {
      if (str1[i] == 'a' && str2[i] == 'b') {
        continue;
      } else if (str1[i] == 'b' && str2[i] == 'a') {
        continue;
      } else {
        return false;
      }
    }
  }
  return true;
}
```

**Pseudocode:**

```
function canConvert(str1, str2):
  if length of str1 is not equal to length of str2:
    return false
  for i from 0 to length of str1:
    if str1[i] is not equal to str2[i]:
      if str1[i] is 'a' and str2[i] is 'b':
        continue
      else if str1[i] is 'b' and str2[i] is 'a':
        continue
      else:
        return false
  return true
```","```java
public static int addNumbers(int num1, int num2) {
  return num1 + num2;
}
```","```python
def canConvert(str1, str2):
  if len(str1) != len(str2):
    return False
  for i in range(len(str1)):
    if str1[i] != str2[i]:
      if str1[i] == 'a' and str2[i] == 'b':
        continue
      elif str1[i] == 'b' and str2[i] == 'a':
        continue
      else:
        return False
  return True
```"
"```cpp
#include <iostream>
#include <stack>
#include <string>

std::string reverseWords(std::string str) {
  std::stack<std::string> wordStack;
  std::string tempWord = """";
  for (int i = 0; i < str.length(); ++i) {
    if (str[i] == ' ') {
      if (!tempWord.empty()) {
        wordStack.push(tempWord);
        tempWord = """";
      }
    } else {
      tempWord += str[i];
    }
  }
  if (!tempWord.empty()) {
    wordStack.push(tempWord);
  }
  std::string reversedString = """";
  while (!wordStack.empty()) {
    reversedString += wordStack.top() + "" "";
    wordStack.pop();
  }
  return reversedString.substr(0, reversedString.length() - 1);
}
```

**Pseudocode:**

```
function reverseWords(str):
  create empty stack wordStack
  create empty string tempWord
  for each character in str:
    if character is space:
      if tempWord is not empty:
        push tempWord into wordStack
        set tempWord to empty
    else:
      append character to tempWord
  if tempWord is not empty:
    push tempWord into wordStack
  create empty string reversedString
  while wordStack is not empty:
    append wordStack.top() and space to reversedString
    pop from wordStack
  return reversedString without the last space
```","```java
public static int addNumbers(int num1, int num2) {
    return num1 + num2;
  }
```","```python
def add_numbers(a, b):
  return a + b
```"
"```cpp
#include <iostream>
#include <vector>

using namespace std;

bool printMatrix(int n, int m) {
  vector<vector<char>> matrix(n, vector<char>(m, ' '));
  vector<char> vowels = {'a', 'e', 'i', 'o', 'u'};
  int vowelIndex = 0;

  for (int i = 0; i < n; ++i) {
    for (int j = 0; j < m; ++j) {
      matrix[i][j] = vowels[vowelIndex];
      vowelIndex = (vowelIndex + 1) % vowels.size();
    }
  }

  for (int i = 0; i < n; ++i) {
    for (int j = 0; j < m; ++j) {
      cout << matrix[i][j] << "" "";
    }
    cout << endl;
  }

  for (int i = 0; i < n; ++i) {
    cout << ""Row "" << i << "": "";
    for (int j = 0; j < m; ++j) {
      cout << matrix[i][j] << "" "";
    }
    cout << endl;
  }

  for (int j = 0; j < m; ++j) {
    cout << ""Column "" << j << "": "";
    for (int i = 0; i < n; ++i) {
      cout << matrix[i][j] << "" "";
    }
    cout << endl;
  }

  return true;
}
```","```java
public static int addTwoNumbers(int num1, int num2) {
    return num1 + num2;
  }
```","```python
def add_numbers(x, y):
  return x + y
```"
"```cpp
bool checkAlternatingCharacters(string str) {
  if (str.length() <= 1) {
    return true;
  }
  for (int i = 0; i < str.length() - 2; i++) {
    if (str[i] != str[i + 2]) {
      return false;
    }
  }
  return true;
}
```

**Pseudocode for the driver code:**

```
// Input string
string str = ""ABABAB"";

// Call the function to check alternating characters
bool isAlternating = checkAlternatingCharacters(str);

// Output the result
if (isAlternating) {
  print ""String is made up of two alternating characters"";
} else {
  print ""String is not made up of two alternating characters"";
}
```","```java
public static int addNumbers(int a, int b) {
    return a + b;
  }
```","```python
def add_numbers(num1, num2):
  return num1 + num2
```"
"```cpp
int toNumber(string s1, string s2) {
  int count = 0;
  for (int i = 0; i < s1.length(); i++) {
    if (s1[i] == s2[i]) {
      count += 0;
    } else if (abs(s1[i] - s2[i]) == 1) {
      count += 1;
    } else {
      count += 2;
    }
  }
  return count;
}
```

**Pseudocode for Driver Code:**

```
// Input: Two strings s1 and s2
// Output: Minimum count of operations required to make the strings equal

// Read the strings s1 and s2
// Call the toNumber function with s1 and s2 as arguments
// Print the returned value
```","```java
public static int toNumber(String s1, String s2) {
  int count = 0;
  for (int i = 0; i < s1.length(); i++) {
    if (s1.charAt(i) == s2.charAt(i)) {
      count += 0;
    } else if (Math.abs(s1.charAt(i) - s2.charAt(i)) == 1) {
      count += 1;
    } else {
      count += 2;
    }
  }
  return count;
}
```","```python
def toNumber(s1, s2):
  count = 0
  for i in range(len(s1)):
    if s1[i] == s2[i]:
      count += 0
    elif abs(ord(s1[i]) - ord(s2[i])) == 1:
      count += 1
    else:
      count += 2
  return count
```"
"```cpp
bool canBeMadeLexicographicallySmaller(string s) {
  for (int i = 0; i < s.size() - 1; i++) {
    if (s[i + 1] < s[i]) {
      return true;
    }
  }
  return false;
}
```","```java
public static int addNumbers(int a, int b) {
    return a + b;
  }
```","```python
def add_numbers(a, b):
  return a + b
```"
"```cpp
int toCount(string str, int x) {
  int count = 0;
  int n = str.length();
  for (int i = x; i < n; i++) {
    for (int j = i + 1; j <= n; j++) {
      count++;
    }
  }
  return count;
}
```","```java
int toCount(String str, int x) {
  int count = 0;
  int n = str.length();
  for (int i = x; i < n; i++) {
    for (int j = i + 1; j <= n; j++) {
      count++;
    }
  }
  return count;
}
```","```python
def add_numbers(a, b):
  return a + b
```"
"```cpp
int toCount(int n) {
  return pow(26, n);
}
```

**Pseudocode for Driver Code:**

```
// Input: integer n
// Output: count of possible substrings of length n

BEGIN
  // Read n from user input
  n = readInput()

  // Call toCount function to get the count
  count = toCount(n)

  // Print the count
  print(count)
END
```","```java
int toCount(int n) {
  return (int) Math.pow(26, n);
}
```","```python
def toCount(n):
  return 26**n
```"
"```cpp
int toCount(string s, char c) {
  int count = 0;
  int n = s.length();
  for (int i = 0; i < n; i++) {
    if (s[i] != c) {
      count += i + 1;
    } else {
      count = 0;
    }
  }
  return count;
}
```","```java
public static int addNumbers(int a, int b) {
  return a + b;
}
```","```python
def add_numbers(a, b):
  return a + b
```"
