,Pseudo Code,Java,Python
595,Area of a triangle with two vertices at midpoints of opposite sides of a square and the other vertex lying on vertex of a square | Java program for the above approach ; Function to find the area of the triangle that inscribed in square ; Stores the length of the first side of triangle ; Stores the length of the second side of triangle ; Stores the length of the third side of triangle ; Stores the area of the triangle ; Return the resultant area ; Driver code,"```java
public static double triangleArea(double side) {
    double side1 = side / 2;
    double side2 = side / 2;
    double side3 = Math.sqrt(side1 * side1 + side2 * side2);
    double area = 0.5 * side1 * side2;
    return area;
}
```","```python
def triangle_area(side1, side2, side3):
  s = (side1 + side2 + side3) / 2
  area = (s * (s - side1) * (s - side2) * (s - side3)) ** 0.5
  return area
```"
596,Equation of a straight line with perpendicular distance D from origin and an angle A between the perpendicular from origin and x | Java program for the approach ; Function to find equation of a line whose distance from origin and angle made by the perpendicular from origin with x - axis is given ; Convert angle from degree to radian ; Handle the special case ; Calculate the sin and cos of angle ; Print the equation of the line ; Driver Code ; Given Input ; Function Call,"```java
public static void findEquation(double D, double A) {
    double rad = Math.toRadians(A);
    if (A == 0) {
      System.out.println(""x = "" + D);
      return;
    }
    if (A == 90) {
      System.out.println(""y = "" + D);
      return;
    }
    double sinA = Math.sin(rad);
    double cosA = Math.cos(rad);
    System.out.println(""y = "" + (sinA / cosA) + ""x + "" + D * sinA);
  }
```","```python
import math

def find_line_equation(D, A):
  A = math.radians(A)
  if A == 0 or A == math.pi:
    return f""x = {D}""
  elif A == math.pi / 2 or A == 3 * math.pi / 2:
    return f""y = {D}""
  else:
    m = math.tan(A)
    c = D / math.sin(A)
    return f""y = {m:.2f}x + {c:.2f}""
```"
597,"Count number of coordinates from an array satisfying the given conditions | Java program for the above approach ; Function to count the number of coordinates from a given set that satisfies the given conditions ; Stores the count of central points ; Store the count of each x and y coordinates ; Find all possible pairs ; Initialize variables c1 , c2 , c3 , c4 to define the status of conditions ; Stores value of each point ; Check the conditions for each point by generating all possible pairs ; If arr [ j ] [ 0 ] > x and arr [ j ] [ 1 ] == y ; If arr [ j ] [ 0 ] < x and arr [ j ] [ 1 ] = = y ; If arr [ j ] [ 1 ] > y and arr [ j ] [ 0 ] == x ; If arr [ j ] [ 1 ] < y and arr [ j ] [ 0 ] = = x ; If all conditions satisfy then point is central point ; Increment the count by 1 ; Return the count ; Driver Code","```java
public static int countCentralPoints(int[][] arr, int x, int y) {
    int c1 = 0, c2 = 0, c3 = 0, c4 = 0;
    int count = 0;
    for (int i = 0; i < arr.length; i++) {
      for (int j = 0; j < arr.length; j++) {
        if (arr[j][0] > x && arr[j][1] == y) {
          c1++;
        }
        if (arr[j][0] < x && arr[j][1] == y) {
          c2++;
        }
        if (arr[j][1] > y && arr[j][0] == x) {
          c3++;
        }
        if (arr[j][1] < y && arr[j][0] == x) {
          c4++;
        }
        if (c1 > 0 && c2 > 0 && c3 > 0 && c4 > 0) {
          count++;
        }
      }
    }
    return count;
  }
```","```python
def count_central_points(arr, x, y):
  c1 = 0
  c2 = 0
  c3 = 0
  c4 = 0
  count = 0
  for j in range(len(arr)):
    if arr[j][0] > x and arr[j][1] == y:
      c1 = 1
    if arr[j][0] < x and arr[j][1] == y:
      c2 = 1
    if arr[j][1] > y and arr[j][0] == x:
      c3 = 1
    if arr[j][1] < y and arr[j][0] == x:
      c4 = 1
    if c1 == 1 and c2 == 1 and c3 == 1 and c4 == 1:
      count += 1
  return count
```"
598,"Displacement from origin after N moves of given distances in specified directions | Java program for the above approach ; Function to find the displacement from the origin and direction after performing the given set of moves ; Stores the distances travelled in the directions North , South , East , and West respectively ; Store the initial position of robot ; Traverse the array B [ ] ; If the current direction is North ; If the current direction is South ; If the current direction is East ; If the current direction is West ; Stores the total vertical displacement ; Stores the total horizontal displacement ; Find the displacement ; Print the displacement and direction after N moves ; Driver Code","```java
public static void displacement(int[] B, int N) {
    int north = 0, south = 0, east = 0, west = 0;
    int x = 0, y = 0;
    for (int i = 0; i < N; i++) {
      if (B[i] == 1) {
        north += B[i + 1];
      } else if (B[i] == 2) {
        south += B[i + 1];
      } else if (B[i] == 3) {
        east += B[i + 1];
      } else if (B[i] == 4) {
        west += B[i + 1];
      }
      i++;
    }
    y = north - south;
    x = east - west;
    double displacement = Math.sqrt(x * x + y * y);
    if (x == 0 && y > 0) {
      System.out.println(""Displacement: "" + displacement + "" Direction: North"");
    } else if (x == 0 && y < 0) {
      System.out.println(""Displacement: "" + displacement + "" Direction: South"");
    } else if (y == 0 && x > 0) {
      System.out.println(""Displacement: "" + displacement + "" Direction: East"");
    } else if (y == 0 && x < 0) {
      System.out.println(""Displacement: "" + displacement + "" Direction: West"");
    } else if (x > 0 && y > 0) {
      System.out.println(""Displacement: "" + displacement + "" Direction: North-East"");
    } else if (x > 0 && y < 0) {
      System.out.println(""Displacement: "" + displacement + "" Direction: South-East"");
    } else if (x < 0 && y > 0) {
      System.out.println(""Displacement: "" + displacement + "" Direction: North-West"");
    } else if (x < 0 && y < 0) {
      System.out.println(""Displacement: "" + displacement + "" Direction: South-West"");
    }
  }
```","```python
def find_displacement(B, N):
  north = 0
  south = 0
  east = 0
  west = 0
  x = 0
  y = 0
  for i in range(N):
    if B[i] == 'N':
      north += 1
    elif B[i] == 'S':
      south += 1
    elif B[i] == 'E':
      east += 1
    elif B[i] == 'W':
      west += 1
  y = north - south
  x = east - west
  displacement = (x**2 + y**2)**0.5
  if x == 0 and y > 0:
    direction = 'North'
  elif x == 0 and y < 0:
    direction = 'South'
  elif x > 0 and y == 0:
    direction = 'East'
  elif x < 0 and y == 0:
    direction = 'West'
  elif x > 0 and y > 0:
    direction = 'North-East'
  elif x > 0 and y < 0:
    direction = 'South-East'
  elif x < 0 and y > 0:
    direction = 'North-West'
  elif x < 0 and y < 0:
    direction = 'South-West'
  print(displacement, direction)
```"
599,Program to find Length of Latus Rectum of an Ellipse | Java program for the above approach ; Function to calculate the length of the latus rectum of an ellipse ; Length of major axis ; Length of minor axis ; Length of the latus rectum ; Driver code ; Given lengths of semi - major and semi - minor axis ; Function call to calculate length of the latus rectum of a ellipse,"```java
public static double latusRectum(double a, double b) {
    return 2 * b * b / a;
}
```","```python
def latus_rectum(a, b):
  return 2 * (b**2) / a
```"
600,Program to find slant height of cone and pyramid | Java program for the above approach ; Function to calculate slant height of a cone ; Store the slant height of cone ; Print the result ; Function to find the slant height of a pyramid ; Store the slant height of pyramid ; Print the result ; Driver Code ; Dimensions of Cone ; Function Call for slant height of Cone ; Dimensions of Pyramid ; Function to calculate slant height of a pyramid,"```java
import java.lang.Math;

public class SlantHeight {

    public static double coneSlantHeight(double radius, double height) {
        return Math.sqrt(radius * radius + height * height);
    }

    public static double pyramidSlantHeight(double baseLength, double height) {
        return Math.sqrt((baseLength / 2) * (baseLength / 2) + height * height);
    }

    public static void main(String[] args) {
        double coneRadius = 5;
        double coneHeight = 12;
        double coneSlant = coneSlantHeight(coneRadius, coneHeight);
        System.out.println(""Slant height of cone: "" + coneSlant);

        double pyramidBaseLength = 4;
        double pyramidHeight = 6;
        double pyramidSlant = pyramidSlantHeight(pyramidBaseLength, pyramidHeight);
        System.out.println(""Slant height of pyramid: "" + pyramidSlant);
    }
}
```","```python
import math

def slant_height_cone(radius, height):
  return math.sqrt(radius**2 + height**2)

def slant_height_pyramid(base_length, height):
  return math.sqrt((base_length/2)**2 + height**2)

# Dimensions of Cone
cone_radius = 5
cone_height = 12

# Function Call for slant height of Cone
cone_slant_height = slant_height_cone(cone_radius, cone_height)
print(""Slant height of cone:"", cone_slant_height)

# Dimensions of Pyramid
pyramid_base_length = 8
pyramid_height = 6

# Function Call for slant height of Pyramid
pyramid_slant_height = slant_height_pyramid(pyramid_base_length, pyramid_height)
print(""Slant height of pyramid:"", pyramid_slant_height)
```"
601,"Program to find the length of Latus Rectum of a Parabola | Java program for the above approach ; Function to calculate distance between two points ; Calculating distance ; Function to calculate length of the latus rectum of a parabola ; Stores the co - ordinates of the vertex of the parabola ; Stores the co - ordinates of the focus of parabola ; Print the distance between focus and vertex ; Driver Code ; Given a , b & c ; Function call","```java
public static double calculateDistance(double x1, double y1, double x2, double y2) {
    return Math.sqrt(Math.pow(x2 - x1, 2) + Math.pow(y2 - y1, 2));
  }
  
  public static double latusRectumLength(double a, double b, double c) {
    double vertexX = -b / (2 * a);
    double vertexY = (4 * a * c - b * b) / (4 * a);
    double focusX = vertexX;
    double focusY = vertexY + 1 / (4 * a);
    return 2 * calculateDistance(focusX, focusY, vertexX, vertexY);
  }
  
  public static void main(String[] args) {
    double a = 2, b = 4, c = 3;
    System.out.println(latusRectumLength(a, b, c));
  }
```","```python
import math

def distance(x1, y1, x2, y2):
  return math.sqrt((x2 - x1)**2 + (y2 - y1)**2)

def latus_rectum_length(a, b, c):
  vertex_x = -b / (2 * a)
  vertex_y = (a * vertex_x**2) + (b * vertex_x) + c
  focus_x = vertex_x
  focus_y = vertex_y + 1 / (4 * a)
  return 2 * distance(focus_x, focus_y, vertex_x, vertex_y)

a =  # Given a
b =  # Given b
c =  # Given c
print(latus_rectum_length(a, b, c))
```"
602,"Program to convert polar co | Java code of above approach ; Function to convert degree to radian ; Function to convert the polar coordinate to cartesian ; Convert degerees to radian ; Applying the formula : x = rcos ( theata ) , y = rsin ( theta ) ; Print cartesian coordinates ; Driver code ; Given polar coordinates ; Function to convert polar coordinates to equivalent cartesian coordinates","```java
public static void polarToCartesian(double r, double theta) {
    double x = r * Math.cos(Math.toRadians(theta));
    double y = r * Math.sin(Math.toRadians(theta));
    System.out.println(""Cartesian coordinates: ("" + x + "", "" + y + "")"");
}
```","```python
import math

def polar_to_cartesian(r, theta_deg):
  theta_rad = math.radians(theta_deg)
  x = r * math.cos(theta_rad)
  y = r * math.sin(theta_rad)
  return (x, y)
```"
603,"Distance between orthocenter and circumcenter of a right | Java program for the above approach ; Function to calculate Euclidean distance between the points p1 and p2 ; Stores x coordinates of both points ; Stores y coordinates of both points ; Return the Euclid distance using distance formula ; Function to find orthocenter of the right angled triangle ; Find the length of the three sides ; Orthocenter will be the vertex opposite to the largest side ; Function to find the circumcenter of right angle triangle ; Circumcenter will be located at center of hypotenuse ; If AB is the hypotenuse ; If BC is the hypotenuse ; If AC is the hypotenuse ; Function to find distance between orthocenter and circumcenter ; Find circumcenter ; Find orthocenter ; Find the distance between the orthocenter and circumcenter ; Print distance between orthocenter and circumcenter ; Driver Code ; Given coordinates A , B , and C ; Function Call","```java
import java.lang.Math;

class Solution {
    public static double distance(double x1, double y1, double x2, double y2) {
        return Math.sqrt(Math.pow(x2 - x1, 2) + Math.pow(y2 - y1, 2));
    }

    public static double[] findOrthocenter(double Ax, double Ay, double Bx, double By, double Cx, double Cy) {
        double AB = distance(Ax, Ay, Bx, By);
        double BC = distance(Bx, By, Cx, Cy);
        double AC = distance(Ax, Ay, Cx, Cy);
        if (AB > BC && AB > AC) {
            return new double[]{Cx, Cy};
        } else if (BC > AB && BC > AC) {
            return new double[]{Ax, Ay};
        } else {
            return new double[]{Bx, By};
        }
    }

    public static double[] findCircumcenter(double Ax, double Ay, double Bx, double By, double Cx, double Cy) {
        double AB = distance(Ax, Ay, Bx, By);
        double BC = distance(Bx, By, Cx, Cy);
        double AC = distance(Ax, Ay, Cx, Cy);
        if (AB > BC && AB > AC) {
            return new double[]{(Bx + Cx) / 2, (By + Cy) / 2};
        } else if (BC > AB && BC > AC) {
            return new double[]{(Ax + Cx) / 2, (Ay + Cy) / 2};
        } else {
            return new double[]{(Ax + Bx) / 2, (Ay + By) / 2};
        }
    }

    public static void main(String[] args) {
        double Ax = 0, Ay = 0, Bx = 3, By = 0, Cx = 0, Cy = 4;
        double[] circumcenter = findCircumcenter(Ax, Ay, Bx, By, Cx, Cy);
        double[] orthocenter = findOrthocenter(Ax, Ay, Bx, By, Cx, Cy);
        System.out.println(distance(circumcenter[0], circumcenter[1], orthocenter[0], orthocenter[1]));
    }
}
```","```python
import math

def euclidean_distance(p1, p2):
  x1, y1 = p1
  x2, y2 = p2
  return math.sqrt((x2 - x1)**2 + (y2 - y1)**2)

def find_orthocenter(A, B, C):
  AB = euclidean_distance(A, B)
  BC = euclidean_distance(B, C)
  AC = euclidean_distance(A, C)
  if AB > BC and AB > AC:
    return C
  elif BC > AB and BC > AC:
    return A
  else:
    return B

def find_circumcenter(A, B, C):
  if euclidean_distance(A, B) > euclidean_distance(B, C) and euclidean_distance(A, B) > euclidean_distance(A, C):
    return ((A[0] + B[0]) / 2, (A[1] + B[1]) / 2)
  elif euclidean_distance(B, C) > euclidean_distance(A, B) and euclidean_distance(B, C) > euclidean_distance(A, C):
    return ((B[0] + C[0]) / 2, (B[1] + C[1]) / 2)
  else:
    return ((A[0] + C[0]) / 2, (A[1] + C[1]) / 2)

def distance_between_orthocenter_and_circumcenter(A, B, C):
  circumcenter = find_circumcenter(A, B, C)
  orthocenter = find_orthocenter(A, B, C)
  return euclidean_distance(circumcenter, orthocenter)

A = (0, 0)
B = (3, 0)
C = (0, 4)
distance = distance_between_orthocenter_and_circumcenter(A, B, C)
print(distance)
```"
604,Count triangles required to form a House of Cards of height N | Java implementation of the above approach ; Function to find number of triangles ; Driver Code ; Function call,"```java
public static int countTriangles(int N) {
    return N * (N + 1) / 2;
}

public static void main(String[] args) {
    int N = 5;
    System.out.println(countTriangles(N));
}
```","```python
def count_triangles(N):
  return N * (N + 1) // 2
```"
605,Check if N contains all digits as K in base B | Java implementation of above approach ; Function to print the number of digits ; Calculate log using base change property and then take its floor and then add 1 ; Return the output ; Function that returns true if n contains all one 's in base b ; Calculate the sum ; Driver code ; Given number N ; Given base B ; Given digit K ; Function call,"```java
public static boolean checkAllDigits(int N, int B, int K) {
    int count = countDigits(N, B);
    return count == K;
}

public static int countDigits(int N, int B) {
    return (int) Math.floor(Math.log(N) / Math.log(B)) + 1;
}

public static boolean containsAllDigits(int n, int b, int k) {
    int sum = 0;
    while (n > 0) {
        sum += n % b;
        n /= b;
    }
    return sum == k;
}

public static void main(String[] args) {
    int N = 12345;
    int B = 10;
    int K = 5;
    System.out.println(containsAllDigits(N, B, K));
}
```","```python
def check_digits(N, B, K):
  def count_digits(n, b):
    return int(math.log(n, b)) + 1
  def all_ones(n, b):
    sum = 0
    while n:
      sum += n % b
      n //= b
    return sum == count_digits(n, b) * K
  return all_ones(N, B)
```"
606,Check if a right | Java program for the above approach ; Function to check if right - angled triangle can be formed by the given coordinates ; Calculate the sides ; Check Pythagoras Formula ; Driver Code,"```java
public static boolean isRightAngledTriangle(int[] x, int[] y) {
    double a = Math.sqrt(Math.pow(x[1] - x[0], 2) + Math.pow(y[1] - y[0], 2));
    double b = Math.sqrt(Math.pow(x[2] - x[1], 2) + Math.pow(y[2] - y[1], 2));
    double c = Math.sqrt(Math.pow(x[2] - x[0], 2) + Math.pow(y[2] - y[0], 2));
    return (Math.abs(a * a + b * b - c * c) < 0.0001 || Math.abs(a * a + c * c - b * b) < 0.0001 || Math.abs(b * b + c * c - a * a) < 0.0001);
}
```","```python
def is_right_angled_triangle(x1, y1, x2, y2, x3, y3):
  a = ((x2 - x1)**2 + (y2 - y1)**2)**0.5
  b = ((x3 - x2)**2 + (y3 - y2)**2)**0.5
  c = ((x1 - x3)**2 + (y1 - y3)**2)**0.5
  return abs(a**2 + b**2 - c**2) < 1e-6 or abs(a**2 + c**2 - b**2) < 1e-6 or abs(b**2 + c**2 - a**2) < 1e-6
```"
607,"Count of intersections of M line segments with N vertical lines in XY plane | Java implementation for the above approach . ; Function to create prefix sum array ; Initialize the prefix array to remove garbage values ; Marking the occurences of vertical lines ; x is the value after Index mapping ; Creating the prefix array ; Function returns the count of total intersection ; ans is the number of points of intersection of the line segments with the vertical lines ; Index mapping ; We don 't consider a vertical  line segment because even if  it falls on a verticale line  then it just touches it and  not intersects. ; We have assumed that x1 will be left and x2 right but if not then we just swap them ; Driver code ; N is the number of vertical lines M is the number of line segments ; Format : x1 , y1 , x2 , y1 ; First create the prefix array ; Print the total number of intersections","```java
import java.util.*;
public class LineSegmentIntersection {
    static int[] createPrefixSumArray(int n) {
        int[] prefix = new int[n + 1];
        for (int i = 0; i <= n; i++) {
            prefix[i] = 0;
        }
        return prefix;
    }
    static int countIntersections(int[][] lineSegments, int[] verticalLines, int n, int m) {
        int[] prefix = createPrefixSumArray(n);
        for (int i = 0; i < m; i++) {
            int x1 = lineSegments[i][0];
            int x2 = lineSegments[i][2];
            if (x1 > x2) {
                int temp = x1;
                x1 = x2;
                x2 = temp;
            }
            prefix[x1]++;
            prefix[x2 + 1]--;
        }
        for (int i = 1; i <= n; i++) {
            prefix[i] += prefix[i - 1];
        }
        int ans = 0;
        for (int i = 0; i < n; i++) {
            ans += prefix[verticalLines[i]];
        }
        return ans;
    }
    public static void main(String[] args) {
        Scanner sc = new Scanner(System.in);
        int n = sc.nextInt();
        int m = sc.nextInt();
        int[][] lineSegments = new int[m][4];
        for (int i = 0; i < m; i++) {
            for (int j = 0; j < 4; j++) {
                lineSegments[i][j] = sc.nextInt();
            }
        }
        int[] verticalLines = new int[n];
        for (int i = 0; i < n; i++) {
            verticalLines[i] = sc.nextInt();
        }
        System.out.println(countIntersections(lineSegments, verticalLines, n, m));
    }
}
```","```python
def count_intersections(n, m, lines):
  prefix = [0] * (n + 1)
  for x1, y1, x2, y2 in lines:
    if x1 > x2:
      x1, x2 = x2, x1
    prefix[x1] += 1
    prefix[x2 + 1] -= 1
  for i in range(1, n + 1):
    prefix[i] += prefix[i - 1]
  ans = 0
  for i in range(n):
    ans += prefix[i]
  return ans
```"
608,Count of rectangles possible from N and M straight lines parallel to X and Y axis respectively | Java Program to count number of rectangles formed by N lines parallel to X axis M lines parallel to Y axis ; Function to calculate number of rectangles ; Total number of ways to select two lines parallel to X axis ; Total number of ways to select two lines parallel to Y axis ; Total number of rectangles ; Driver Program,"```java
public static int countRectangles(int N, int M) {
    return (N - 1) * (N - 2) / 2 * (M - 1) * (M - 2) / 2;
}
```","```python
def countRectangles(n, m):
  return (n * (n - 1) // 2) * (m * (m - 1) // 2)
```"
609,Angle between a Pair of Lines in 3D | Java program for the above approach ; Function to find the angle between the two lines ; Find direction ratio of line AB ; Find direction ratio of line BC ; Find the dotProduct of lines AB & BC ; Find magnitude of line AB and BC ; Find the cosine of the angle formed by line AB and BC ; Find angle in radian ; Print the angle ; Driver code ; Given coordinates Points A ; Points B ; Points C ; Function Call,"```java
public static double angleBetweenLines(double[] A, double[] B, double[] C) {
    double[] AB = {B[0] - A[0], B[1] - A[1], B[2] - A[2]};
    double[] BC = {C[0] - B[0], C[1] - B[1], C[2] - B[2]};
    double dotProduct = AB[0] * BC[0] + AB[1] * BC[1] + AB[2] * BC[2];
    double magAB = Math.sqrt(AB[0] * AB[0] + AB[1] * AB[1] + AB[2] * AB[2]);
    double magBC = Math.sqrt(BC[0] * BC[0] + BC[1] * BC[1] + BC[2] * BC[2]);
    double cosAngle = dotProduct / (magAB * magBC);
    double angleRad = Math.acos(cosAngle);
    return Math.toDegrees(angleRad);
}
```","```python
import math

def angle_between_lines(A, B, C):
  AB = [B[i] - A[i] for i in range(3)]
  BC = [C[i] - B[i] for i in range(3)]
  dot_product = sum([AB[i] * BC[i] for i in range(3)])
  magnitude_AB = math.sqrt(sum([AB[i]**2 for i in range(3)]))
  magnitude_BC = math.sqrt(sum([BC[i]**2 for i in range(3)]))
  cosine_angle = dot_product / (magnitude_AB * magnitude_BC)
  angle_radian = math.acos(cosine_angle)
  return angle_radian
```"
610,Distance between end points of Hour and minute hand at given time | Java implementation to find the distance between the end points of the hour and minute hand ; Function to find the angle between Hour hand and minute hand ; Validate the input ; Calculate the angles moved by hour and minute hands with reference to 12 : 00 ; Find the difference between two angles ; Return the smaller angle of two possible angles ; Function to calculate cos value of angle c ; Converting degrees to radian ; Maps the sum along the series ; Holds the actual value of sin ( n ) ; Function to distance between the endpoints of the hour and minute hand ; Driver code ; Time ; Length of hour hand ; Length of minute hand ; Calling Function for finding angle between hour hand and minute hand ; Function for finding distance between end points of minute hand and hour hand,"```java
import java.lang.Math;

class Solution {
    public static double angleBetweenHourAndMinuteHand(int hour, int minute) {
        if (hour < 0 || hour > 12 || minute < 0 || minute > 59) {
            return -1;
        }
        double hourAngle = (hour * 60 + minute) * 0.5;
        double minuteAngle = minute * 6;
        double angleDifference = Math.abs(hourAngle - minuteAngle);
        return Math.min(angleDifference, 360 - angleDifference);
    }

    public static double cos(double angle) {
        return Math.cos(Math.toRadians(angle));
    }

    public static double distanceBetweenHourAndMinuteHand(int hour, int minute, double hourHandLength, double minuteHandLength) {
        double angle = angleBetweenHourAndMinuteHand(hour, minute);
        return Math.sqrt(hourHandLength * hourHandLength + minuteHandLength * minuteHandLength - 2 * hourHandLength * minuteHandLength * cos(angle));
    }

    public static void main(String[] args) {
        int hour = 9;
        int minute = 30;
        double hourHandLength = 5;
        double minuteHandLength = 7;
        System.out.println(distanceBetweenHourAndMinuteHand(hour, minute, hourHandLength, minuteHandLength));
    }
}
```","```python
import math

def angle_between_hands(hour, minute):
  if hour < 0 or hour > 12 or minute < 0 or minute > 60:
    return -1
  hour_angle = (hour * 60 + minute) / 2
  minute_angle = minute * 6
  angle_diff = abs(hour_angle - minute_angle)
  return min(angle_diff, 360 - angle_diff)

def cos_angle(angle):
  return math.cos(math.radians(angle))

def distance_between_hands(hour, minute, hour_hand_length, minute_hand_length):
  angle = angle_between_hands(hour, minute)
  return math.sqrt(hour_hand_length**2 + minute_hand_length**2 - 2 * hour_hand_length * minute_hand_length * cos_angle(angle))

time = [12, 0]
hour_hand_length = 5
minute_hand_length = 7
distance = distance_between_hands(time[0], time[1], hour_hand_length, minute_hand_length)
print(distance)
```"
611,Pentadecagonal Number | Java program to find Nth pentadecagonal number ; Function to find N - th pentadecagonal number ; Formula to calculate nth Pentadecagonal number ; Driver code,"```java
public static int pentadecagonalNumber(int n) {
    return n * (13 * n - 11) / 2;
  }
```","```python
def pentadecagonal_number(n):
  return n * (13 * n - 11) // 2
```"
612,Octadecagonal Number | Java program to find Nth octadecagonal number ; Function to find N - th octadecagonal number ; Formula to calculate nth octadecagonal number ; Driver code,"```java
public static int octadecagonalNumber(int n) {
    return n * (16 * n - 14);
}
```","```python
def octadecagonal_number(n):
  return n * (17 * n - 15) 
```"
613,Icositrigonal Number | Java program to find nth Icositrigonal number ; Function to find N - th Icositrigonal number ; Formula to calculate nth Icositrigonal number ; Driver code,"```java
public static int icositrigonalNumber(int n) {
    return n * (11 * n * n - 15 * n + 4) / 6;
}
```","```python
def icositrigonal_number(n):
  return n * (19 * n**2 - 15 * n + 2) // 6
```"
614,Find the percentage change in the area of a Rectangle | Java implementation to find the percentage ; Function to calculate percentage change in area of rectangle ; Driver code,"```java
public static double percentageChangeInArea(double width1, double height1, double width2, double height2) {
    double area1 = width1 * height1;
    double area2 = width2 * height2;
    return (area2 - area1) / area1 * 100;
  }
```","```python
def percentage_change_area(l1, w1, l2, w2):
  area1 = l1 * w1
  area2 = l2 * w2
  change = ((area2 - area1) / area1) * 100
  return change
```"
615,Minimum number of Circular obstacles required to obstruct the path in a Grid | Java program to find the minimum number of obstacles required ; Function to find the minimum number of obstacles required ; Find the minimum range required to put obstacles ; Sorting the radius ; If val is less than zero then we have find the number of obstacles required ; Driver code,"```java
import java.util.Arrays;

class Solution {
    public int findMinObstacles(int[][] grid, int[] radius) {
        int n = grid.length;
        int m = grid[0].length;
        Arrays.sort(radius);
        int val = radius[0] - 1;
        if (val < 0) {
            int minObstacles = 0;
            for (int i = 0; i < n; i++) {
                for (int j = 0; j < m; j++) {
                    if (grid[i][j] == 1) {
                        minObstacles++;
                    }
                }
            }
            return minObstacles;
        } else {
            int minObstacles = 0;
            for (int i = 0; i < n; i++) {
                for (int j = 0; j < m; j++) {
                    if (grid[i][j] == 1) {
                        minObstacles++;
                        int x = i + val;
                        int y = j + val;
                        if (x < n && y < m) {
                            grid[x][y] = 1;
                        }
                        x = i - val;
                        y = j - val;
                        if (x >= 0 && y >= 0) {
                            grid[x][y] = 1;
                        }
                        x = i + val;
                        y = j - val;
                        if (x < n && y >= 0) {
                            grid[x][y] = 1;
                        }
                        x = i - val;
                        y = j + val;
                        if (x >= 0 && y < m) {
                            grid[x][y] = 1;
                        }
                    }
                }
            }
            return minObstacles;
        }
    }
}
```","```python
def minObstacles(grid, radius):
  n = len(grid)
  m = len(grid[0])
  obstacles = 0
  radius.sort()
  for i in range(n):
    for j in range(m):
      if grid[i][j] == 1:
        continue
      val = radius[0] - max(abs(i - n // 2), abs(j - m // 2))
      if val < 0:
        obstacles += 1
        radius.pop(0)
  return obstacles
```"
616,Program to calculate area of a rhombus whose one side and diagonal are given | Java program to calculate the area of a rhombus whose one side and one diagonal is given ; function to calculate the area of the rhombus ; Second diagonal ; area of rhombus ; return the area ; Driver code,"```java
public static double rhombusArea(double side, double diagonal) {
    double secondDiagonal = Math.sqrt(4 * side * side - diagonal * diagonal);
    double area = (diagonal * secondDiagonal) / 2;
    return area;
}
```","```python
def rhombus_area(side, diagonal):
  second_diagonal = (4 * (side**2) - diagonal**2) ** 0.5
  area = (diagonal * second_diagonal) / 2
  return area
```"
617,"Check whether two points ( x1 , y1 ) and ( x2 , y2 ) lie on same side of a given line or not | Java program to check if two points lie on the same side or not ; Function to check if two points lie on the same side or not ; int fx1 ; Variable to store a * x1 + b * y1 - c int fx2 ; Variable to store a * x2 + b * y2 - c ; If fx1 and fx2 have same sign ; Driver code","```java
public static boolean onSameSide(int x1, int y1, int x2, int y2, int a, int b, int c) {
    int fx1 = a * x1 + b * y1 - c;
    int fx2 = a * x2 + b * y2 - c;
    return (fx1 * fx2 >= 0);
  }
```","```python
def check_same_side(a, b, c, x1, y1, x2, y2):
  fx1 = a * x1 + b * y1 - c
  fx2 = a * x2 + b * y2 - c
  return (fx1 * fx2) > 0
```"
618,Percentage increase in volume of the cube if a side of cube is increased by a given percentage | Java program to find percentage increase in the volume of the cube if a side of cube is increased by a given percentage ; Driver code,"```java
public static double percentageIncreaseInVolume(double side, double percentageIncrease) {
    double newSide = side * (1 + percentageIncrease / 100);
    double oldVolume = side * side * side;
    double newVolume = newSide * newSide * newSide;
    return ((newVolume - oldVolume) / oldVolume) * 100;
  }
```","```python
def percentage_increase_in_volume(original_side, percentage_increase):
  new_side = original_side * (1 + percentage_increase / 100)
  original_volume = original_side**3
  new_volume = new_side**3
  volume_increase = (new_volume - original_volume) / original_volume * 100
  return volume_increase
```"
619,Number of triangles formed by joining vertices of n | Java program to implement the above problem ; Function to find the number of triangles ; print the number of triangles having two side common ; print the number of triangles having no side common ; Driver code ; initialize the number of sides of a polygon,"```java
public static void countTriangles(int n) {
    int totalTriangles = n * (n - 4) * (n - 5) / 6;
    int trianglesWithTwoSidesCommon = n * (n - 3);
    int trianglesWithNoSidesCommon = totalTriangles - trianglesWithTwoSidesCommon;
    System.out.println(""Number of triangles with two sides common: "" + trianglesWithTwoSidesCommon);
    System.out.println(""Number of triangles with no sides common: "" + trianglesWithNoSidesCommon);
}
```","```python
def count_triangles(n):
  if n < 3:
    return 0
  return n * (n - 1) * (n - 2) // 6
```"
